URL,Heading,Content
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Academic Writing Skills,"Developing confidence in expression, oral as well as written, is a key feature of this module, which also aims to familiarise you with submission and assessment procedures in the context of Higher Education. This is a clear building block onto your degree programme and places you at a distinct advantage when you move into the following year."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Accounting and Finance,"Delve into topics such as financing decisions, cost behaviour, cost-volume-profit analysis, absorption costing, variance analysis and budgeting."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Developing Self & Others,Assessing your human skills and developing good habits is central to your professional development. This module allows you to gain a better understanding of what is needed from the wider business perspective and apply theories of positive habit development in practice.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Introduction to Economics,"This introduction covers both microeconomics (the affairs of individual consumers, firms and government) and macroeconomics (the study of the economy as a whole)."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Financial Accounting,"This module will provide you with introductory accounting knowledge covering basic double entry book-keeping, analysis and preparing a simple set of financial statements."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Introduction to Finance,"This module introduces you to the finance discipline. You'll explore the basic principles of finance, complemented with an analysis of case studies and examples from the finance news. There will be a special emphasis on ethical and sustainable finance."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Marketing,"Marketing is an exciting, dynamic, and creative environment to work in. It places brands in the consumers' mind and shapes their decisions. Marketing is a critical management function that is essential to business success. This module allows you to work with an organisation on a live marketing project based on a real-life challenge."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Financial Reporting,This module covers the regulatory aspects of financial reporting. It will enable you to understand and evaluate financial statements according to international accounting standards.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Financial Management,"Explore the operational activities responsible for obtaining and ultilising the funds for efficient operations. This module will expose you to a wide range of important financial management tools, techniques, and underpinning theories relevant for decision-making in today's competitive financial environment."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Information Systems in Accounting and Finance,"In today’s highly competitive business environment, information is power – especially financial information. This module offers a broad insight into the role of accounting information systems and emerging technologies within the competitive business environment and explores how managers of business organisations use financial information to convey financial stability and performance."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Management Accounting,"Management account provides information to internal management for planning, organising and controlling organisational resources. Become familiar with concepts for calculating costs and prices of a product or service. You'll learn how to produce, analyse and articulate key information to an organisation's decision makers."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Financial Markets and Investment Banking,"Gain an understanding of modern financial markets and instruments. You'll learn to apply these concepts by following and interpreting current affairs in the financial markets. The module emphasises the role of investment banks, and the analysis is complemented with case studies and examples from the finance news."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Understanding Entrepreneurship,"Working with a local entrepreneurial firm, you'll get first-hand experience of exploring concepts around entrepreneurship. You'll gain insight into the real-life challenges and how local entrepreneurs overcome/negotiate those issues brining into play their individuality, commitment, and desire to make real change."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Disruptive and Emerging Technologies,"In this module, you'll have the flexibility to select a technology theme that you are excited about (e.g. cryptocurrencies, blockchain, artificial intelligence, augmented reality, etc.), and explore their management and socio-economic implications."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Sustainable Business and Innovation,"Develop insights into the major trends, challenges and innovative concepts relating to business sustainability and corporate responsibility."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Macroeconomics: Managing the Economy,"You’ll learn the ways that government policy affects the course of the economy through its influence on the rate of inflation, economic growth, and the level of employment."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Company Law,"Develop your understanding of the legal environment within which an accountant works, developing the ability to locate, extract and analyse data from multiple sources."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Summer School,Broaden your experience in an international setting and study in one of our partner institutions for up to three weeks over the summer. This module can count towards your degree.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Advanced Financial Reporting and Theory,Develop advanced knowledge of the role of financial reporting within the competitive business environment and explore how managers of business organisations use financial information to convey financial stability and performance.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,International Finance,"Gain practical knowledge of foreign exchange markets, international monetary and financial theories, foreign exchange risk management and international investment strategies."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Advanced Management Accounting,"Building on the techniques of traditional management accounting, this module gives you the opportunity to reflect on the how and why in recent advances in management accounting theory and practice. In particular, the ways in which management accounting has to adapt to match changes in its environment and organisational context will be critically evaluated."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Current Issues in Financial Management,Apply current finance theories to the analysis of ongoing issues in the financial market and the corporate world. You'll gain an appreciation of the social and political contexts of the international financial environment corporate organisations operate in.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Company Law,"Develop your understanding of the legal environment within which an accountant works, developing the ability to locate, extract and analyse data from multiple sources."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Macroeconomics: Managing the Economy,"You’ll learn the ways that government policy affects the course of the economy through its influence on the rate of inflation, economic growth, and the level of employment."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Auditing,"The module covers both the theoretical and procedural aspects of effective auditing. In particular, you'll explore standards of accountability and corporate behaviour in today's global market place; and monitoring the process of externally reporting financial information."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Quantitative Methods in Accounting and Finance,Link theory with practical examples by analysing and modelling financial risk factors and other quantitative problems. You'll cover the learning outcomes highlighted in the Chartered Financial Analyst (CFA) Institute Quantitative Methods syllabus at levels 1-3.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Summer School,Broaden your experience in an international setting and study in one of our partner institutions for up to three weeks over the summer. This module can count towards your degree.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,International Business,Focus on the core concepts and practical applications of cross-border business activities. You'll explore the controversies and complexities surrounding international business issues.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Individual Research Project,"Engage in an academic study of a particular topic that is of interest to you over a sustained time, with elements of original work. You'll develop an advanced ability to locate, extract, analyse and interpret data from multiple sources."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Taxation,"This module is for those intending to study for a professional accountancy qualification after graduation, and may provide exemption from some of your professional exams."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Playlist,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Business facilities,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Accommodation at Hull,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Life on campus,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Entry requirements,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,What do I need?,"When it comes to applying to university, you'll need a certain number of UCAS points. Different qualifications and grades are worth a different amount of points. For this course, you'll need…"
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,What do I need?,If you require a student visa to study or if your first language is not English you will be required to provide acceptable evidence of your English language proficiency level.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Fees & funding,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,How much is it?,"If you choose to study a year abroad, this costs £1,385 . If you want to spend a year in industry, this costs £1,850 ."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,How do I pay for it?,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,How much is it?,50% of full fee if you choose to study a year abroad. 20% of full fee if you want to spend a year in industry.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,How do I pay for it?,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Our academics,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Dr Mohamed Khalil,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Dr Yawen Hudson,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Take a look at our facilities,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Bloomberg Financial Markets Laboratory,Our industry-standard suite offers simulated financial trading activities in real time. So you can practise trading in realistic scenarios before you do it for real.
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Business Lounge,"A great space for you to meet with businesses, entrepreneurs and partners, laying the foundations for your future career. It’s an ideal spot to meet your course mates for group work, too."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Executive Education Suite,"Our Executive Education Suite offers bookable, fully AV equipped rooms where you can work on group projects and practise your presentation skills."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Allam Lecture Theatre,"The Business School has one of the largest lecture theatres on campus. As well as a fantastic environment for learning, it often plays host to outside speakers and special guests."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Future prospects,"You’ll open up a whole range of employment possibilities. Graduate roles include finance manager, chartered management accountant, financial analyst, external auditor, and bank manager. Or you could use the hands-on experience you gain throughout your degree to start your own business."
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Your next steps,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Not ready to apply?,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,You may also be interested in…,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,BSc (Hons) Accounting,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,BA (Hons) Business Management with Accounting,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,BA (Hons) Business Management with Financial Management,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,BSc (Hons) Financial Management,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,BSc (Hons) Economics,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,BA (Hons) Business Economics,
https://www.hull.ac.uk/study/undergraduate/accounting-and-financial-management-bsc-hons.aspx,Hi there!,Getting in touch with us has never been easier.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,BSc (Hons) Accounting,
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,About this course,
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Choose your modules,
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Preparing for Learning in Higher Education,"This module is designed to give you the best possible start to your university studies, making sure you have all the essential skills you need to succeed. Through lectures and workshops we will teach you how to write in an academic style, how to find quality sources, how to reference work, culminating in writing up a mini-research project."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Introduction to Business,"Develop an understanding of a range of contemporary themes facing managers and the range of ethical dilemmas they pose. You will explore the managerial implications of issues like globalisation, international trade, demographic changes and sustainability developments."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,"Research in the Humanities, Social Sciences and Education","This module will equip you with the necessary skills to conduct and analyse research in a specific interest, supported by academics within your subject. You'll navigate through the research process, from identifying an area of interest to presenting their findings to your peers."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Group Challenge (Humanities),"Formulate and execute a group led enquiry into texts, cultural artifacts, film, music or dance. You'll explore their topics in groups at supervised workshops and develop questions on the cultural object relates to the living world of human experience, as well as developing your own methods to answer these questions."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Foundation in Data Analysis,Develop a strong foundation in data collection and analysis. This module will introduce you to qualitative and quantitative data and how to analyse it; the collection of primary and secondary data; the production of high quality graphics; and report writing.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Academic Writing Skills,"Developing confidence in expression, oral as well as written, is a key feature of this module, which also aims to familiarise you with submission and assessment procedures in the context of Higher Education. This is a clear building block onto your degree programme and places you at a distinct advantage when you move into the following year."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Accounting and Finance,"Delve into topics such as financing decisions, cost behaviour, cost-volume-profit analysis, absorption costing, variance analysis and budgeting."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Developing Self & Others,Assessing your human skills and developing good habits is central to your professional development. This module allows you to gain a better understanding of what is needed from the wider business perspective and apply theories of positive habit development in practice.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Introduction to Economics,"This introduction covers both microeconomics (the affairs of individual consumers, firms and government) and macroeconomics (the study of the economy as a whole)."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Financial Accounting,"This module will provide you with introductory accounting knowledge covering basic double entry book-keeping, analysis and preparing a simple set of financial statements."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Introduction to Finance,"This module introduces you to the finance discipline. You'll explore the basic principles of finance, complemented with an analysis of case studies and examples from the finance news. There will be a special emphasis on ethical and sustainable finance."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Marketing,"Marketing is an exciting, dynamic, and creative environment to work in. It places brands in the consumers' mind and shapes their decisions. Marketing is a critical management function that is essential to business success. This module allows you to work with an organisation on a live marketing project based on a real-life challenge."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Financial Reporting,This module covers the regulatory aspects of financial reporting. It will enable you to understand and evaluate financial statements according to international accounting standards.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Financial Management,"Explore the operational activities responsible for obtaining and ultilising the funds for efficient operations. This module will expose you to a wide range of important financial management tools, techniques, and underpinning theories relevant for decision-making in today's competitive financial environment."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Information Systems in Accounting and Finance,"In today’s highly competitive business environment, information is power – especially financial information. This module offers a broad insight into the role of accounting information systems and emerging technologies within the competitive business environment and explores how managers of business organisations use financial information to convey financial stability and performance."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Management Accounting,"Management account provides information to internal management for planning, organising and controlling organisational resources. Become familiar with concepts for calculating costs and prices of a product or service. You'll learn how to produce, analyse and articulate key information to an organisation's decision makers."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Understanding Entrepreneurship,"Working with a local entrepreneurial firm, you'll get first-hand experience of exploring concepts around entrepreneurship. You'll gain insight into the real-life challenges and how local entrepreneurs overcome/negotiate those issues brining into play their individuality, commitment, and desire to make real change."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Disruptive and Emerging Technologies,"In this module, you'll have the flexibility to select a technology theme that you are excited about (e.g. cryptocurrencies, blockchain, artificial intelligence, augmented reality, etc.), and explore their management and socio-economic implications."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Sustainable Business and Innovation,"Develop insights into the major trends, challenges and innovative concepts relating to business sustainability and corporate responsibility."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Macroeconomics: Managing the Economy,"You’ll learn the ways that government policy affects the course of the economy through its influence on the rate of inflation, economic growth, and the level of employment."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Company Law,"Develop your understanding of the legal environment within which an accountant works, developing the ability to locate, extract and analyse data from multiple sources."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Summer School,Broaden your experience in an international setting and study in one of our partner institutions for up to three weeks over the summer. This module can count towards your degree.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Engaging with Entrepreneurial Organisations,"Working in a collaborative team, you'll design and deliver innovative solutions for entrepreneurial companies. This hands-on module allows you to apply what you've learned to a real business problem or opportunity."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Responsible Business in Society,"The influence large organisations have to both postively contribute to, or potentially harm society, can be greater than the power of states. You'll reflect on challenges to business practice looking at issues such as corporate social responsibility, globalisation, sustainable development and climate change, and human rights and exploitation."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Advanced Financial Reporting and Theory,Develop advanced knowledge of the role of financial reporting within the competitive business environment and explore how managers of business organisations use financial information to convey financial stability and performance.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Auditing,"The module covers both the theoretical and procedural aspects of effective auditing. In particular, you'll explore standards of accountability and corporate behaviour in today's global market place; and monitoring the process of externally reporting financial information."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Advanced Management Accounting,"Building on the techniques of traditional management accounting, this module gives you the opportunity to reflect on the how and why in recent advances in management accounting theory and practice. In particular, the ways in which management accounting has to adapt to match changes in its environment and organisational context will be critically evaluated."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Taxation,"This module is for those intending to study for a professional accountancy qualification after graduation, and may provide exemption from some of your professional exams."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Company Law,"Develop your understanding of the legal environment within which an accountant works, developing the ability to locate, extract and analyse data from multiple sources."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Macroeconomics: Managing the Economy,"You’ll learn the ways that government policy affects the course of the economy through its influence on the rate of inflation, economic growth, and the level of employment."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Business Project Management,"Whatever its size, all organisations run projects - study the skills, concepts, tools and techniques to manage them effectively, and learn about the factors affecting project success and failure."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Quantitative Methods in Accounting and Finance,Link theory with practical examples by analysing and modelling financial risk factors and other quantitative problems. You'll cover the learning outcomes highlighted in the Chartered Financial Analyst (CFA) Institute Quantitative Methods syllabus at levels 1-3.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Summer School,Broaden your experience in an international setting and study in one of our partner institutions for up to three weeks over the summer. This module can count towards your degree.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,International Business,Focus on the core concepts and practical applications of cross-border business activities. You'll explore the controversies and complexities surrounding international business issues.
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,Individual Research Project,"Engage in an academic study of a particular topic that is of interest to you over a sustained time, with elements of original work. You'll develop an advanced ability to locate, extract, analyse and interpret data from multiple sources."
https://www.hull.ac.uk/study/undergraduate/accounting-bsc-hons.aspx,,
